instance_id,problem,domain,target,budget,algo,run_idx,best,success,evals
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,18,11.220012983242754,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,19,13.746887709175809,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,20,12.775187537025722,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,21,4.908696171102093,1,1800
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,22,11.667256819371183,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,23,16.375310820008202,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,24,8.591542055154157,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,25,14.182348428481582,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,26,8.26228745117912,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,27,9.784469911336778,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,28,19.574265496667763,0,2000
rastrigin_d5_i001,rastrigin,cont,5.0,2000,DE,29,15.581681825861331,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,0,1.705970850663276,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,1,2.180738506267886,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,2,0.8251039368019297,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,3,0.6136064828491885,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,4,1.3952245136908656,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,5,1.5541257337791012,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,6,1.1546936259170588,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,7,1.0145802878188765,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,8,2.5320002868152116,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,9,3.6536912775191133,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,10,2.448383247798,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,11,2.783592806367628,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,12,1.466757736904983,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,13,2.153803734702554,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,14,1.0765906581916196,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,15,1.2399105228826697,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,16,1.60114595562519,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,17,0.9918632205097518,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,18,2.1700562387056945,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,19,1.5090022315840703,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,20,1.4531966626830621,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,21,2.2817063230836188,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,22,2.2528036867884462,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,23,2.676810204410101,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,24,1.9718065254998631,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,25,2.5292950450564073,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,26,3.0218106611339763,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,27,1.8952087310364343,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,28,1.0681716830376922,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,RS_CONT,29,1.334559399079269,0,2000
sphere_d5_i002,sphere,cont,0.001,2000,PSO_STD,0,0.00046016573958957855,1,1170
sphere_d5_i002,sphere,cont,0.001,2000,PSO_STD,1,0.0006846793866427719,1,1260
sphere_d5_i002,sphere,cont,0.001,2000,PSO_STD,2,0.0005227578393989665,1,1260
sphere_d5_i002,sphere,cont,0.001,2000,PSO_STD,3,0.0007860150814034143,1,930
sphere_d5_i002,sphere,cont,0.001,2000,PSO_STD,4,0.0008251200356308709,1,1110
sphere_d5_i002,sphere,cont,0.001,2000,PSO_STD,5,0.0007313236932734227,1,1020
sphere_d5_i002,sphere,cont,0.001,2000,PSO_STD,6,0.0009220812317632634,1,1230
sphere_d5_i002,sphere,cont,0.001,2000,PSO_STD,7,0.0009633244442171607,1,1230
sphere_d5_i002,sphere,cont,0.001,2000,PSO_STD,8,0.0007171789541154074,1,1230
sphere_d5_i002,sphere,cont,0.001,2000,PSO_STD,9,0.0009337917976648311,1,1290
sphere_d5_i002,sphere,cont,0.001,2000,PSO_STD,10,0.0005302982481229506,1,1020
sphere_d5_i002,sphere,cont,0.001,2000,PSO_STD,11,0.0005761780595990893,1,1260
sphere_d5_i002,sphere,cont,0.001,2000,PSO_STD,12,0.0004546149892833607,1,1200
sphere_d5_i002,sphere,cont,0.001,2000,PSO_STD,13,0.0008447519829616322,1,1230
sphere_d5_i002,sphere,cont,0.001,2000,PSO_STD,14,0.0009118574751347786,1,1230
sphere_d5_i002,sphere,cont,0.001,2000,PSO_STD,15,0.0006620882615138337,1,1410
sphere_d5_i002,sphere,cont,0.001,2000,PSO_STD,16,0.000567797422235831,1,1320
sphere_d5_i002,sphere,cont,0.001,2000,PSO_STD,17,0.0006798534575107267,1,1350
sphere_d5_i002,sphere,cont,0.001,2000,PSO_STD,18,0.00086768785752157,1,1530
sphere_d5_i002,sphere,cont,0.001,2000,PSO_STD,19,0.0006438853522915916,1,1380
sphere_d5_i002,sphere,cont,0.001,2000,PSO_STD,20,0.0007242822424444543,1,1080
sphere_d5_i002,sphere,cont,0.001,2000,PSO_STD,21,0.0008210297774939582,1,1200
